img,Midjourney,Wikiart
Unprocessed Data/WikiArtFigProcessed/eaf3d3804813eae215bbbe3e26bfd1a5c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/ecf5f3efad0011f3b914af238da90d0fc.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/9f40aa500833ffed3a07a1c4d4f501eec.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/01f5c7d611a9953f7cba78377039d1b8c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/cb231124b8b2f93e9da245a665e6c8b7c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/92f6a4c5c0ddd7ae319eeca32876f16ac.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/e631e20c6d2c87b99ad43946925456d9c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/1f4bbfe5c365d732734483866373f5a1c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/24762e01981048c3555c638bcc093f2fc.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/41473698cba8ee3dbdd8704d08dfe30ec.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/a8935db112d425f63b3952e1670396cfc.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/bd0f2e9e3038fe2fac0c20d4d6f34c6ec.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/955ed657076771fba95968d78bd944dcc.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/8d06176ec4799ab6426a60e4d7c2fb6cc.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/0e35c38b211020e8d4524e35aee62d36c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/c6468a665f6d5fb845b602710577e7efc.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/a5a9d8eb92d4b6f886917124055a6418c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/54754f86b387ad6b64c7929276ffca6cc.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/f016dc954d8b02f071bd73f4ed279295c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/d7950b14e4dea8773e785f0de4274fa0c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/341411446bf0761bfec2f3a95dd1b6fac.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/cc97dc07b14556e1624d9d17352298a3c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/09c84c6113b14fd325d1d303ca73d379c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/93284b5d74df9ae32c6d6df43f70c589c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/0e647d6262084c658f79045d72265bcac.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/4ac38ac183a5200ab5e08748ddd23698c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/485f1f2ac831da19cd382579b90dcabac.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/07330aca4506b47136a7facf161691bfc.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/3d5490c6c8ecd2193515c7acbf9ba180c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/2aeb0ba3a7c8242d065198819f83a940c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/1998a09d9654c9d9662eb69b4320b570c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/35a8135268a758d924c311141da04c10c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/dabe89ef1a050baf22dea2761d194329c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/45588df07e4080de061875923e2f266cc.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/701bd09d398726bc43ba8ce5b38bc2c7c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/bce85aa48d1bd980c2cc7425fe2a624ec.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/81593ad3130555f2561d4b30a781046cc.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/383fa3b7040b97681e866c5904bbff8bc.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/0651ebf2ca65ba4795a34f43f4c3a5ecc.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/23a78dcd53906bd5d10b804725dcc698c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/62546c9d40f0c01f93c5e30dbdc31bbfc.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/7812fafc7ec5df8afd01338eb0735e5dc.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/6a7c57363cd327dd676348d9cab624a6c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/5367316df1fa1cfb33661514c0cf8baac.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/e0fc86dae86f0c88d521f3a7ab6e487bc.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/ca02a58f29fb5998d8b283dfbf02bb49c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/579cca10d0fe3c1df6c3b86ea18b96afc.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/80505ff0868330b03a0e3a56491e7696c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/fd3967d301984c066a24f8419041e963c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/fe5b776ac37179bdbb00f75f6d78d3c4c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/fbe6304f39c60a2824b8eedc0362e8efc.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/658539666c10a98af9593942bd1b78f3c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/785b1f563309a51b379d3f6977cef2cfc.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/3cd31fc5a94cd4a532e1878c04907b30c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/48e74fd5d1a597e0494739bc1c72ec31c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/5ff452109c75c1b6065dc70d20286ed7c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/714e6af4e261b6726908e92779f318b9c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/8c0b3daed223caea4cf5481739dcd9dfc.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/076fea28aeb4563937f68d83ae99d67bc.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/9ec0691fe10ad4a8ac1db753ea3f4996c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/15ce0fa1dcd372b669d0792518139e7dc.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/51fff4bbd6e3d30aa875d8e4a07a37b6c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/32439590f3333ddf4cdca406acad2c21c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/0c98be2010d7827021e5496ebc4cffc3c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/44fc2144992178c459954942720b8823c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/6213e9162c64ebca3d30572683ec9a44c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/d81d680e3d420fd74e08174e72915ec9c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/065b62922b05cc5516822e1268c3fd74c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/0abd293927425a45a14d1c798f81584ac.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/13e59e509073fd807c5db0d650d36ec4c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/786b79b8ba926295fda64b9c2f7ee2c9c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/041a0029d2be6861a2872f420a9baf8ec.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/4520ce86187d4e1ee61429460d51be4ec.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/3225471f14a2ec5309df64c60efb533dc.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/f1e913403f5a74dcd2bf67e87a8e7076c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/9e7e5e5bfa7084042cfdb67a93d49120c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/2b0004f742e0d67e4e8e73775897a513c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/98e6036a81ebbd9ad72a1d50285705c6c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/f372c0d3e5aea81317dc35f6c73f59c8c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/2bd8d4358a1aafb9683d9dd0ef713626c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/57f7179280bcccb961b0a69056560b26c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/804143c362034c3e4e0c49df38a62e73c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/5e1f26970ed15d48932c2f1117f95ba2c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/f8f1452695d60d4903ccbf9b94653384c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/51c5820a588d11d67bb758328b5ba7cec.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/d95f05d36c44bea6b7fd4210316df58ec.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/ff07155e18c19b9549c089f6377b4cabc.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/8d6b841951c8cc59ca52fba0b093d9e8c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/c519b07d10e330ecbdb9b4e2d19e4c5fc.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/a9a63165a8b9058556453248d37be021c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/c4976dae4ff2f4396f6a5f172e486093c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/7caeefcf9b20ecf4054e2c0144c59b48c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/06505e1835cb02f277cf991cf96a56a3c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/207b059895e07c4f465195e6f32d3cf3c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/7530f2e56e046cd281d4d94aa255871bc.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/733591e596ab804b97e75a21ad9f2b53c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/8af7e6bd7e7079415a479007ed344fdec.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/eed56b1b085bfa6d0c2a641e48a4dae9c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/d722e8a9eecfde658808b1bc3ec65c69c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/74b40455e49392b0aff696737a855990c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/530c504a659bd719bf60d8279da7fd7dc.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/962e5d0fa9628e080442b7ca4e285d8ac.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/6a4f4e24b0d3a4da6e7c8c17d504c8bfc.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/b818a124f64986a286d7a10f1bc37da9c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/6b3e21d6ca0a71d09c13303d03d616a9c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/3736f2bfe4de6a252bfb03a0b9de68b9c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/cef45dcf686367475049bb0f4903f095c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/f04f5ca4c1134919b1bdeea2c8bf7ce8c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/81fb09cef8a076716e763844b946d913c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/918fd13000db9a2f4631776d6985fe44c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/8ba6c1c14f080643fe6f1f079ca84765c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/cba61a6c88ebcc3a235f00b6432e3ab5c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/c588b82e5cbccb53b0828b1481f03122c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/4f8c74eb6277867e9d43cdb90847b144c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/9af76c755efc9b2ee1769bce09735918c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/5963c05f75c8ec5c3eb91be213e6e4e7c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/34aa3fb8db1b25f6e96e948551b8b013c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/726912c3a6e1586a8f0c97a3d2a37039c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/f3ee88152e01b38415601872926202dac.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/6e45a03e6d4e4c6fc1caab46692a3988c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/7808a3cd900c3fa99353bd016987eeffc.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/3fa7d86a402999b02ebda940ed57b296c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/706172c9ec60291bdbe6197313281783c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/ef90981530db5a935b2b243365cc9690c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/9748b32be0d8298504686b22ab8cc0b5c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/d25e94c01157e235418ff99376b14b14c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/242010ba410b22039880d5f482f8f5d1c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/349fa647eeb5b57740868fffdb1ab673c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/2b1c40a7550e4279bef2ec1e91167616c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/2a8a7a94cce2aa822641ec738eda81e4c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/95caa081ae3398d38a35cd899625b9c5c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/903b74eda1930cdda487f643a2949254c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/cd778f86fba5f20b407f1fa25f99898fc.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/ed52e960724fa8c1d5f51669b2312d19c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/d5da94810468f7e8ee1656675e4f74ffc.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/9d432d5d24c8e695aa5e2105d8a3c0a9c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/0d0d2cc82d83fad7c4ebc3ca6717470ec.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/cb95c453f9cbe7c18a5aacf6b28b1c16c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/599c0e3127058e7b9fae083468d52dccc.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/ff0b67f4d7af39706cb3b93dca1742e5c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/c2aa13bdc9fbe0482152707ecff75e3ec.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/578c9a3d7563cda2dfde104c6c9f3da5c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/b8338314bbc9c8eb8b6fa6668d4abc6cc.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/ed8c45894fc89ed41dd18aaa24e8a73ac.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/31ba6b291f8bf4731685bfba66cdca92c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/44dccfe804b88ad70a89ee4d4a3d7e9ac.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/361e47daed73fa614a640b139ddbde4dc.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/992ba742f3fa337cf16a28cd2d60314ec.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/5497857868fd605d04eece5fe63c63a2c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/28d5a1ca1c21ba70dfaa9452fe8dfec4c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/d45e210106265591b58c29d2c72de99ac.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/53b3ba683f36c503dd0f72d0612acb37c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/98b27533bbb8fd131d8eedb9f2cb05dfc.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/5dcc62a7151131ec73aae1188f328faac.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/c075a248f678e0e4e363ace4ad5ba7b9c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/fe4951e4e92c5b090aa9158afc597afbc.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/88223e17cbe78398e658ea505bbfef50c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/1497025a32b77b27395c8de1a79c3347c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/4a157defdf95b8c4f510d2b5dd481b07c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/30976faef99d42cb2df133e6f0212310c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/ca25834a24c76ddc9c219981281ae77fc.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/585c307632c4f65c81f411b6727eb128c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/d5d466009492525cb1b894c1369528c8c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/8f3ba4934d3d4397ec72c2dd71e7a580c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/5327c3d5cb185112c20bd5480f6cb410c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/bebe344f470c92aeaaa371fe8049690ec.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/c3d7ffe92f51517e00fad9ca86eeb327c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/a29653cc1168824b03e7ebd539e360aac.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/f2d2c66edd7d0768c3cf32693d52f16cc.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/655fb2fc664f55ceb9a7ec4bbbb939bec.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/3d28038205e898fb6ff8b83bb5befdbfc.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/60e2a70e561632037d3227a13685d271c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/f2fea0d144991df7d0932b63b37bdaa7c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/bef8951731359db1840ab89a9a81d631c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/7282df45b541a8a04a82912466422191c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/6f6d1f69e4aa3294ede74ac08f7b1c9cc.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/3928c93fcddb18ccbb282cd959a4e557c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/10662c53f05b698ba728412b4b30c195c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/b437829ebf273003b34f6d82dc8c2eaec.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/7cdc2845a3bf821a399049d5d2f3c0d0c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/4b549a3a6e2638b8e759bab0e1afbd93c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/336c63d4f0aae4f8d2cfeeb65a35f9f4c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/82e8a060f64cb8cb9ff717882cd681dec.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/ae37b95d4354fabf835ffe0af3c7e106c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/bbdeeb55e3fb9881171ce5322a0bbf04c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/a1d605f831bcabdb0742f610530663b1c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/50a6072d6027ff29ce4fdb5105ec4840c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/988789eb70796f47b98f5fc213e2d47cc.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/925e083a711b54fcb4400306a56eb7f0c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/fc4eaf9db75bbad400a326e549bf558bc.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/49b17d2c246099bcd5ada9af89854502c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/eb3e1298a3516a3e47a5124c0117ead7c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/e77e885c0db710f629aca65be8e45766c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/02066488a8d5c835ff64e83177f931dcc.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/04ab0d4864ab4ac0910a094ca86a8ecec.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/311ac6eb439ed0176fa0b94628b0cfaec.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/ec221f1579745ea0519ceca1da6e7040c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/e1301b02764b9b9fa7ab1eab8faf4887c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/93ab1d27b750b90ad3d8552dfa5f1adac.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/31e4fdcdd502321818ed51e56d2ea226c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/1d0e19928fe25ee52bdce75b9a3ce918c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/f7f049f4c2698a12485f3bb42ef57f19c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/855eb56c2e288919e75131fe83769729c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/0a148822a23da4d3b2432fa694c563d9c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/7b9359931d3e8a15a41bf94d6e9b5786c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/5fd17e142102eef8223b7e1ba248651cc.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/e1c1b92b9e070dddf54ae1eff3f977c2c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/4981e42c0e8d0f598c722ad1b8c957d0c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/23899a0f60c1259d185499aca1ca54e9c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/f572f09bf61537719cdf82c793fc3585c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/af23745070b84d66ffbfeac1a220e3c1c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/36464f614d0c803f13a1ef040a92faf0c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/dd79de649c02ae1426f4ca8b79f1da88c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/0107b301b9297726529322b1463928afc.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/68bea7bb203271480570dd98c6dbcaeec.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/c9a090d514252e9a95636aff29a324ffc.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/3809cc6568775920f2c551d1c216cd73c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/87658abbe529ab3b55960e73adc219fec.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/fb1d25a71020bef743969acb5af57ec4c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/8f3db6d1b2c53b541d41ffe9ddcab5dfc.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/f2450284e914fe1c31cd6e916073c2bcc.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/90e01463098e7b760e81ef4dfdedcf2dc.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/e9efd430add4a2a4caa58db6f508fdf3c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/8bef76d26f4a905dfdac31c2bb190d0dc.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/9d12c1e01a6d940c2b1c24b7348d87efc.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/ea7da3195bcc2fb19776a02e068937f2c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/1c57ee0f75abda9363029103c0510e46c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/1b737407668153876d79797385950ad4c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/c2f36ba66015479719d9ea3b49388378c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/f42b7e3b12de8cc121284a0508b89829c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/7dca1ffcfc0daf26f013cfa67c16c2fbc.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/fcb0d81fb9ebff381afa261d00a8224fc.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/9b6faf3075ae3d165f8707bf3a581679c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/7b561fff1516e2f04b8edcc2295859a4c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/9381b19583a653967dbaeacf6659d67fc.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/b24e07d18657098bf645e94536968979c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/fb6b254c9c9eff94bd8c6ca22190e653c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/97fcbb149e05e8396888b91b905fc273c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/359c525cb7d6cfc40e12eba966e2387ac.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/efc532b705c098f467165ef8d44e5747c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/43e8815cb3dd76a4b9f056755424bfe3c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/34142f36f5db7479c3795a62e8361a19c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/1589f791ebf05f3744891b2c92fa3410c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/9522d254b25a3a62cdd17cd650f686bcc.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/67fe55030941c47837968a7b88a0ccf9c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/6f0937c8a5145e757ba16ec41c978821c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/8fc2f979613ff443bd7bacd3b694dbebc.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/73814819728245c5943332fe29f432b5c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/fc1ecc920243161e0951f84a10062af6c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/535dea9f6ae08f817dc41f700ee49afbc.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/b364f3ff1c924e62a3cfe8e44094de89c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/9052f6e6adb881fc5e4f9a2a8288d7dfc.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/fd23d0d71a76d9bcdf39651b74305816c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/4f3ef8da260ef50cb4d2f031cd05b1fac.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/568cafdb8857aba01b5e8243c95e79f3c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/421011759741b5eb39816d01e075a805c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/cf72ead43eae3948a86846dda5f63098c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/104ca3d70425cf76c7c2115b089aa0edc.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/0e2f3b1eed7fe9bef8b14e7a40677100c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/ea12139d9c88e6ee35bbee99e6a69809c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/c3795e5785f64bd5414bdb673a3c9c15c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/07d2e34781b3853281248a3eb54ad58fc.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/44144952c1a040efb88c89ca1ffa099cc.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/de3fd09c223b5aaaf45a0bbf6fc217d5c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/b67e23dad09aed696a996231f4dbae3ac.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/bd122b922abe502cb546c93b4f8712b9c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/331d8661b4e4f6afb822421624d2389ec.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/5bf4929b988c281301f04ba534dad9c9c.jpg,0,1
Unprocessed Data/WikiArtFigProcessed/5a501c09ef544d2bd07855f26cd8ba18c.jpg,0,1
